,,,,,,,,,,,,,,,,,,
,RECEPTION DES COMMANDES,,,,,,,243 Commandes en instance,,,Le taux actuel du retour est 2 %,,,,,,,
,2025-07-22 00:00:00,DMND/2207/9469,MHAMED,ACR,KIT COMPLET,KP25577XS + 7PK1035 + PA7482+FT5730,4.0,DEMANDE / FLIX AUTO,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/5387,MHAMED,ACR,BOUGIES,242129510.0,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/8242,MHAMED,OTTOGO,FILTRE AIR,el3914,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/9901,MHAMED,DCA,ROULEMENT DE ROUE,753346.0,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/6213,MHAMED,CAL,JOINT CACHE,440528P,1.0,DEMANDE / LAVAGE EXPRESS,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/6597,MHAMED,OTTOGO,FILTRE AIR,ELP9316 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/5627,MHAMED,OTTOGO,PLAQUETTE,PF01172,1.0,DEMANDE / LAVAGE EXPRESS,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/8813,MHAMED,OTTOGO,BATTERIE 70,RB70AD,1.0,DEMANDE / ,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/7146,MHAMED,AFP,ALTERNATEUR,4073.0,1.0,DEMANDE / ,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/5448,MHAMED,OTTOGO,RADIATEUR,MS4721  ,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-23 00:00:00,DMND/2307/3759,MHAMED,ACR,ESG ARR,H402,1.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-23 00:00:00,DMND/2307/8978,MHAMED,AFP,GLACE DE RETRO,12081 INFRAD,1.0,DEMANDE / ,,,False,,False,,False,,False,
,2025-07-23 00:00:00,DMND/2307/8751,MHAMED,ACR,FILS DE BOBINE,2459.0,1.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-23 00:00:00,DMND/2307/4730,MHAMED,DCA,RESISTANCE,CNR015,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-24 00:00:00,DMND/2407/7582,ABDELLAH,ACR,BOBINE,155184.0,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-24 00:00:00,DMND/2407/7391,ABDELLAH,MGA,EMETTEUR,EE5125,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-24 00:00:00,DMND/2407/3301,ABDELLAH,CAL,COLLIER,AA99245,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-24 00:00:00,DMND/2407/6963,ABDELLAH,CAL,BOUGIES,242240707.0,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-25 00:00:00,DMND/2407/9356,ABDELLAH,AP,COMPRESSEUR DE CLIM ,AC330007,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-09-25 00:00:00,DMND/2509/6053,MHAMED,OTTOGO,BATTERIE,RB60AD,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-10-01 00:00:00,DMND/0110/3702,MHAMED,OTTOGO,KIT PRE MONTE,KP1140,1.0,RETOUR AU STOCK,RECU,Erreur magasin,False,mer 01/10/25 à 15:20,False,mer 01/10/25 à 15:25,False,"Réponse Twilio: {""code"":20003,""message"":""Authenticate"",""more_info"":""https://www.twilio.com/docs/erro",False,
,2025-10-23 00:00:00,DMND/2310/1164,MHAMED,OTTOGO,PLAQUETTE DE FREINS,LP1865,1.0,DEMANDE CLIENT,RECU,Erreur magasin,False,jeu 23/10/25 à 23:30,False,jeu 23/10/25 à 23:31,False,"Réponse Twilio: {""code"":20003,""message"":""Authenticate"",""more_info"":""https://www.twilio.com/docs/erro",True,
,2025-10-29 00:00:00,DMND/2910/9048,MHAMED,OTTOGO,POMPE A EAU,WP1025,1.0,RETOUR AU STOCK,RECU,Autre,False,mer 29/10/25 à 10:13,False,mer 29/10/25 à 10:18,False,,False,
,2025-12-20 00:00:00,DMND/2012/3898,MHAMED,OTTOGO,PLAQUETTE DE FREINS,LP3551,1.0,RETOUR AU STOCK,RECU,,False,,False,,False,,False,
,2025-12-20 00:00:00,DMND/2012/7459,MHAMED,OTTOGO,EMBRAYAGE,826033.0,1.0,DEMANDE CLIENT,RECU,Erreur magasin,False,sam 20/12/25 à 23:57,False,sam 20/12/25 à 23:58,False,,False,
,2026-02-16 00:00:00,DMND/1602/4660,MHAMED,OTTOGO,FILTRE AIR,ELP3913,1.0,DEMANDE CLIENT,RECU,,False,,False,,False,"Réponse Twilio: {""code"":20003,""message"":""Authenticate"",""more_info"":""https://www.twilio.com/docs/erro",True,
,2026-02-16 00:00:00,DMND/1602/3882,ABDELLAH,ACR,FILTRE A HUILE,ELH4392,1.0,DEMANDE / GARAGE CARLOS ALMEIDA,LIVRE,,False,,False,,False,,False,
,2026-03-02 00:00:00,DMND/0203/5900,MHAMED,ACR,PLAQUETTE DE FREINS,37396.0,1.0,DEMANDE CLIENT,RECU,Retour client,False,lun 02/03/26 à 00:09,False,lun 02/03/26 à 00:14,False,"Réponse Twilio: {""code"":20003,""message"":""Authenticate"",""more_info"":""https://www.twilio.com/docs/erro",False,
,2026-03-25 00:00:00,DMND/2503/9872,MHAMED,MGA,EMETTEUR,EE5125,1.0,DEMANDE CLIENT,RECU,Retour client,False,,False,,False,,True,
,2026-03-28 00:00:00,DMND/2803/3586,MHAMED,ACR,,elh4392,1.0,RETOUR AU STOCK,RECU,Retour client,False,sam 28/03/26 à 23:35,False,sam 28/03/26 à 23:35,False,,False,
